base_total_pop,base_pop_km2,base_ages_0_6,base_ages_7_15,base_ages_16_18,base_ages_19_24,base_ages_25_39,base_ages_40_64,base_ages_65,base_avg_pers_income,base_median_fam_income,base_people_on_social_assistance,base_unemployment,base_manufacture_jobs,base_retail_jobs,base_transport_jobs,base_business_jobs,base_public_jobs,base_employment_km2,base_homes,base_business_bldgs,base_public_bldgs,base_industrial_bldgs,base_floorarea_ha,base_floorarea_housing_house,base_floorarea_housing_condo,base_floorarea_business,base_floorarea_public,base_floorarea_industrial,base_floorarea_other,base_daycares,base_primary_schools,base_primary_school_pupils,base_middle_schools,base_middle_school_pupils,base_high_schools,base_high_school_students,base_special_schools,base_special_school_pupils,base_libraries,base_health_stations,base_playgrounds,base_swimming_halls,base_sports_halls,base_sports_fields,base_churches,base_post_offices,base_apothecaries,base_alkos,base_grocery_shops,base_other_retail,base_restaurants,base_cafes_bars,base_parks_ha,base_forest_ha,base_swim_beaches,base_voted_SDP,base_voted_KOK,base_voted_VIHR,base_voted_RKP,base_voted_VASL,base_voted_PS,base_voted_other,comp_total_pop,comp_pop_km2,comp_ages_0_6,comp_ages_7_15,comp_ages_16_18,comp_ages_19_24,comp_ages_25_39,comp_ages_40_64,comp_ages_65,comp_avg_pers_income,comp_median_fam_income,comp_people_on_social_assistance,comp_unemployment,comp_manufacture_jobs,comp_retail_jobs,comp_transport_jobs,comp_business_jobs,comp_public_jobs,comp_employment_km2,comp_homes,comp_business_bldgs,comp_public_bldgs,comp_industrial_bldgs,comp_floorarea_ha,comp_floorarea_housing_house,comp_floorarea_housing_condo,comp_floorarea_business,comp_floorarea_public,comp_floorarea_industrial,comp_floorarea_other,comp_daycares,comp_primary_schools,comp_primary_school_pupils,comp_middle_schools,comp_middle_school_pupils,comp_high_schools,comp_high_school_students,comp_special_schools,comp_special_school_pupils,comp_libraries,comp_health_stations,comp_playgrounds,comp_swimming_halls,comp_sports_halls,comp_sports_fields,comp_churches,comp_post_offices,comp_apothecaries,comp_alkos,comp_grocery_shops,comp_other_retail,comp_restaurants,comp_cafes_bars,comp_parks_ha,comp_forest_ha,comp_swim_beaches,comp_voted_SDP,comp_voted_KOK,comp_voted_VIHR,comp_voted_RKP,comp_voted_VASL,comp_voted_PS,comp_voted_other,comp_bike_stations,comp_rides_in_sun_morning,comp_rides_in_sun_day,comp_rides_in_sun_evening,comp_rides_in_sun_night,comp_rides_in_mon_morning,comp_rides_in_mon_day,comp_rides_in_mon_evening,comp_rides_in_mon_night,comp_rides_in_tue_morning,comp_rides_in_tue_day,comp_rides_in_tue_evening,comp_rides_in_tue_night,comp_rides_in_wed_morning,comp_rides_in_wed_day,comp_rides_in_wed_evening,comp_rides_in_wed_night,comp_rides_in_thu_morning,comp_rides_in_thu_day,comp_rides_in_thu_evening,comp_rides_in_thu_night,comp_rides_in_fri_morning,comp_rides_in_fri_day,comp_rides_in_fri_evening,comp_rides_in_fri_night,comp_rides_in_sat_morning,comp_rides_in_sat_day,comp_rides_in_sat_evening,comp_rides_in_sat_night,comp_rides_out_sun_morning,comp_rides_out_sun_day,comp_rides_out_sun_evening,comp_rides_out_sun_night,comp_rides_out_mon_morning,comp_rides_out_mon_day,comp_rides_out_mon_evening,comp_rides_out_mon_night,comp_rides_out_tue_morning,comp_rides_out_tue_day,comp_rides_out_tue_evening,comp_rides_out_tue_night,comp_rides_out_wed_morning,comp_rides_out_wed_day,comp_rides_out_wed_evening,comp_rides_out_wed_night,comp_rides_out_thu_morning,comp_rides_out_thu_day,comp_rides_out_thu_evening,comp_rides_out_thu_night,comp_rides_out_fri_morning,comp_rides_out_fri_day,comp_rides_out_fri_evening,comp_rides_out_fri_night,comp_rides_out_sat_morning,comp_rides_out_sat_day,comp_rides_out_sat_evening,comp_rides_out_sat_night,base_to_comp_distance
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,9030.0,2274.5591939546603,7.1,8.43,2.12,5.780730897009968,22.447397563676628,31.92,22.21,29722.750516528926,32669.0,1065.0,11.46654651948637,19.5,6.6,5.3,42.0,26.6,1151.0,5548.0,59.315,70.217,59.522,1555.0,19.43,49.27,9.61,11.37,10.22,0.1,4.0,2.0,620.0,1.0,424.0,1.0,385.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,9.0,1.0,0.0,1.0,0.0,4.0,17.0,8.0,1.0,27.6101,153.5395,0.0,17.23,21.32,21.48,3.92,14.68,7.5,13.87,2.0,57,318,276,118,109,398,353,24,125,393,325,12,120,403,304,38,113,341,296,35,90,324,240,39,82,291,249,84,91,364,264,53,213,336,293,27,226,326,261,23,234,336,252,31,251,316,235,38,197,257,231,25,132,333,181,50,7080.09
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,6987.0,2998.7124463519312,7.74,12.12,4.14,4.9663661084871915,13.553742664949192,35.71,21.77,49320.385328981276,82960.0,119.0,4.304245283018868,11.3,17.4,6.0,16.3,48.8,483.0,3128.0,18.047,30.778000000000002,0.836,1826.0,83.55,3.78,4.24,7.23,1.11,0.08,2.0,1.0,504.0,2.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,9.0,5.0,0.0,1.2761,19.4585,0.0,10.55,50.22,17.83,4.64,4.96,4.69,7.11,1.0,49,138,80,54,30,155,91,20,30,135,111,11,41,154,101,23,36,147,90,17,33,106,97,21,30,98,100,53,31,124,101,37,56,93,97,4,57,93,90,1,55,100,79,9,50,92,71,13,50,85,101,7,21,119,93,19,12411.04
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,14522.0,3285.5203619909503,7.8,9.59,2.58,6.163062938989119,24.397465913785982,30.37,19.1,35017.403207608,43626.0,1174.0,7.703604806408544,37.1,13.5,3.5,12.4,33.3,1430.0,7935.0,121.17399999999999,78.075,38.095,2098.0,25.96,47.7,13.07,8.42,4.69,0.17,9.0,1.0,719.0,1.0,513.0,1.0,369.0,0.0,0.0,1.0,1.0,1.0,0.0,8.0,8.0,2.0,2.0,1.0,2.0,6.0,24.0,14.0,0.0,24.6017,103.759,1.0,15.56,28.64,23.95,3.83,10.97,6.73,10.32,8.0,201,793,654,244,332,1052,834,71,365,1086,802,42,376,1139,802,77,401,984,782,105,302,926,653,73,243,741,619,187,235,838,622,174,735,839,724,48,768,888,689,43,815,925,689,53,743,815,641,80,622,766,560,62,286,806,605,117,15763.05
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,25092.0,2600.20725388601,9.13,9.93,2.45,8.086242627132153,27.387215048621073,28.91,14.1,28639.37775389576,37629.0,3311.0,9.556574923547403,9.5,13.2,2.9,19.9,54.3,620.0,13609.0,66.684,238.769,108.821,1564.0,7.59,60.23,4.42,15.82,11.51,0.44,18.0,4.0,1890.0,3.0,856.0,2.0,515.0,0.0,0.0,1.0,1.0,3.0,0.0,13.0,11.0,2.0,2.0,2.0,1.0,12.0,28.0,22.0,3.0,104.7373,163.0271,0.0,16.81,20.51,26.5,2.69,12.64,8.01,12.84,8.0,240,1079,729,266,548,1425,1062,87,542,1405,1162,64,548,1433,1151,101,514,1320,984,106,447,1155,723,109,275,916,666,167,298,1066,612,88,704,923,685,105,816,1017,706,84,824,1063,695,96,745,934,628,106,610,904,511,93,409,1022,573,105,12002.46
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,4007.0,1635.5102040816323,7.06,10.56,2.85,6.763164462191164,22.261043174444726,31.1,19.42,57082.990637269715,54465.0,147.0,7.0054267390231875,1.2,14.1,2.6,45.9,36.2,484.0,2180.0,28.342,28.39,1.455,1229.0,37.55,40.73,9.41,9.43,1.45,1.44,2.0,2.0,478.0,1.0,455.0,2.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,1.0,8.0,6.0,1.0,15.9655,77.0368,2.0,5.48,44.39,19.24,15.12,6.62,3.64,5.51,5.0,272,1307,635,324,368,988,784,94,399,1078,914,58,438,1168,925,101,411,1040,849,135,354,875,742,124,387,1273,749,217,218,1255,804,303,447,847,840,98,475,916,1020,66,511,1048,1011,54,468,910,914,101,382,813,798,94,289,1227,818,188,13594.85
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,28875.0,4125.0,7.7,8.28,2.45,6.147186147186147,26.337662337662334,32.45,16.63,33683.97972304649,37613.0,3581.0,10.915651781686964,22.2,28.2,3.2,21.5,24.9,1449.0,16729.0,160.378,123.866,375.00699999999995,2965.0,8.36,52.37,7.73,5.97,25.44,0.14,12.0,5.0,1963.0,2.0,839.0,1.0,364.0,1.0,39.0,2.0,0.0,4.0,0.0,16.0,21.0,4.0,3.0,4.0,1.0,18.0,64.0,46.0,4.0,61.0492,164.1236,1.0,16.38,21.41,26.78,3.92,14.63,7.58,9.3,18.0,390,1908,1225,557,730,2030,1424,225,794,2073,1551,162,784,2058,1534,188,789,1924,1463,238,672,1696,1280,239,473,1788,1273,455,516,2152,1183,402,1188,1836,1238,167,1322,1875,1302,170,1297,1955,1336,180,1323,1808,1261,211,1065,1603,1052,177,737,1993,1141,309,13128.81
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,19968.0,1265.3992395437265,8.18,10.05,3.1,6.390224358974358,20.087139423076927,32.63,19.56,39023.30101321021,45884.0,1727.0,8.689610944848225,5.9,11.4,3.6,15.1,63.8,143.0,10576.0,36.306,65.777,18.083,724.0,36.13,47.77,3.18,5.76,5.44,1.72,9.0,4.0,1228.0,1.0,424.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,6.0,17.0,1.0,0.0,1.0,1.0,7.0,26.0,7.0,4.0,61.8833,352.5483,4.0,12.7,37.89,19.69,5.66,8.21,6.61,9.24,6.0,75,520,292,216,97,504,380,48,94,483,404,48,96,458,384,48,107,442,371,88,94,334,315,59,118,423,318,143,119,446,230,60,294,313,220,34,306,308,228,22,331,357,207,24,311,292,237,41,228,303,191,36,190,426,240,46,11272.09
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,22071.0,3121.7821782178216,7.04,9.26,3.23,6.7418784830773415,20.239227946173717,33.47,20.02,31423.580535152152,37045.0,3472.0,12.487411883182276,10.5,34.0,12.2,17.7,25.6,1410.0,12089.0,291.91900000000004,105.307,178.825,2460.0,23.59,36.91,16.78,6.05,16.04,0.63,13.0,3.0,1114.0,2.0,608.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,10.0,3.0,1.0,3.0,3.0,28.0,144.0,68.0,8.0,52.4374,89.1055,2.0,18.74,29.73,18.41,5.22,9.94,9.53,8.43,13.0,286,959,496,144,700,892,521,89,788,896,536,88,730,882,603,103,779,854,539,109,620,783,477,93,421,834,418,117,152,800,573,187,282,1002,640,103,313,994,660,100,285,995,709,88,290,953,648,110,271,861,565,98,177,820,478,175,16151.52
11509.0,2714.3867924528304,8.27,10.85,3.59,6.994526023112347,19.966982361630027,32.06,18.26,31140.507502679528,47850.0,997.0,7.858546168958743,25.9,26.3,5.8,16.3,25.7,528.0,5399.0,21.259,34.397,137.189,1690.0,43.39,28.18,2.97,4.8,20.66,0.01,6.0,3.0,927.0,1.0,337.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,16.0,0.0,1.0,1.0,0.0,6.0,16.0,2.0,0.0,67.8234,43.2549,0.0,20.21,27.02,16.45,3.13,9.26,12.09,11.84,12567.0,3570.1704545454545,9.11,9.25,3.3,6.190817219702394,21.047187077265857,32.25,18.84,28421.022551928785,37945.0,1795.0,10.945529290853033,4.8,12.5,4.2,4.9,73.6,532.0,6432.0,12.604000000000001,151.115,12.575,2072.0,22.99,50.77,1.73,20.72,2.31,1.47,8.0,2.0,878.0,2.0,357.0,1.0,615.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,13.0,2.0,1.0,1.0,0.0,9.0,12.0,7.0,1.0,29.2091,101.6694,0.0,23.57,19.95,19.21,3.85,12.93,9.8,10.69,4.0,76,239,255,107,123,317,260,47,121,321,238,31,132,297,264,30,122,275,240,47,101,233,216,38,76,236,201,118,88,332,207,50,212,355,259,17,252,348,226,19,246,366,251,20,272,324,194,25,186,301,218,22,140,332,201,41,11111.88
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,12698.0,6224.509803921568,5.91,6.98,2.17,6.898724208536778,25.78358796660892,32.48,19.78,54147.0189684762,57438.0,351.0,5.2839227842750445,4.2,19.9,5.4,37.5,33.1,18095.0,8297.0,1333.3570000000002,371.38199999999995,25.844,13540.0,0.06,30.16,48.27,13.44,6.61,1.45,11.0,2.0,627.0,1.0,488.0,1.0,535.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,9.0,6.0,1.0,5.0,3.0,47.0,240.0,188.0,35.0,31.075,0.0,0.0,7.01,39.53,26.38,8.14,8.09,2.81,8.04,14.0,5148,15298,7030,3454,18012,24145,9659,1349,19813,24953,10289,982,20081,26291,11213,1227,18999,24329,11041,1380,16603,22089,10830,1290,8626,18141,10132,2696,2846,14461,9812,5513,13254,24539,13584,1484,14331,25285,14520,770,14170,26466,16017,1135,13426,23871,15696,1239,11014,21055,14270,1411,4180,17152,12513,3908,12761.09
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,24477.0,4100.0,5.76,6.56,1.66,8.0524574089962,30.935163622993013,30.66,16.37,59570.74132681307,50969.0,889.0,5.8554249795025965,6.9,14.3,4.2,41.2,33.2,3971.0,17246.0,620.514,144.85299999999998,256.16,4662.0,0.74,57.43,22.29,5.2,12.85,1.49,13.0,4.0,1196.0,0.0,0.0,2.0,369.0,2.0,576.0,2.0,1.0,2.0,0.0,11.0,14.0,6.0,3.0,4.0,5.0,43.0,265.0,175.0,23.0,62.6496,30.2254,3.0,5.15,39.93,23.46,15.02,6.74,2.86,6.84,16.0,2928,9329,5682,2517,11421,10972,6581,666,12394,11899,7446,453,12737,13525,8283,638,11856,12161,7955,639,10263,10900,7492,610,4517,11730,7839,1695,2472,8126,5754,3889,7528,12711,7282,842,8029,12992,8470,627,8167,14354,9578,980,7670,12508,9265,1094,6773,11326,7999,1081,3507,9790,8277,2583,9679.06
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,40934.0,9564.018691588784,6.2,5.93,1.71,9.67166658523477,34.142766404455955,27.8,14.55,48388.31480162912,48719.0,1875.0,6.168736759024633,7.1,16.1,2.1,46.5,28.0,12100.0,26216.0,1637.524,389.74800000000005,188.96200000000002,11037.0,0.17,47.46,34.66,8.25,8.97,0.5,19.0,5.0,1578.0,3.0,472.0,5.0,1676.0,4.0,1110.0,1.0,0.0,1.0,1.0,26.0,12.0,8.0,1.0,10.0,4.0,69.0,435.0,278.0,33.0,51.018,0.6855,1.0,7.19,38.16,27.52,8.54,7.8,3.6,7.19,29.0,4945,16927,10638,5331,18339,23025,13739,1396,19669,23961,14899,1083,19622,25419,15946,1467,18995,23015,15479,1512,16091,20838,13440,1557,7327,18568,12607,3756,4699,17149,10874,4993,15390,25677,14947,1456,16568,26120,16247,1047,16640,27477,17266,1500,15583,24998,16429,1719,13691,22854,14210,1733,6925,18607,12861,3873,11791.50
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,15548.0,7973.333333333334,5.28,4.98,1.45,9.223051196295344,34.268073064059685,26.72,18.07,43117.9168627451,45190.0,677.0,5.913635396724101,0.8,9.5,0.8,15.7,73.0,5766.0,10688.0,150.95600000000002,282.715,11.370999999999999,6925.0,0.39,64.04,11.18,20.94,3.44,0.01,8.0,2.0,579.0,2.0,331.0,2.0,700.0,1.0,107.0,1.0,1.0,1.0,0.0,15.0,7.0,1.0,1.0,2.0,3.0,17.0,63.0,55.0,15.0,36.3848,14.8313,0.0,6.78,38.27,27.16,8.83,7.88,3.41,7.67,10.0,2470,8812,5777,2798,4534,11649,7699,797,4912,12197,8425,500,5106,12535,8809,796,5172,11786,8559,812,4590,10592,7257,864,3661,9518,6211,2103,2598,9337,5678,1743,6473,9452,7376,665,7410,9827,8380,494,7709,10364,8439,682,7484,9920,8146,717,6613,9181,6953,734,4049,10034,6337,1418,9197.42
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,24326.0,6334.895833333334,7.89,7.71,1.72,5.28241387815506,30.091260379840502,28.7,18.61,48602.339030649295,54259.0,664.0,5.055120394545981,7.3,22.1,2.9,47.9,19.7,1840.0,14428.0,153.11700000000002,49.77,144.028,3956.0,4.8,69.38,10.08,3.28,12.41,0.04,11.0,2.0,1287.0,1.0,445.0,1.0,320.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,9.0,1.0,2.0,2.0,1.0,15.0,94.0,30.0,7.0,41.1346,77.6025,2.0,6.16,43.73,22.48,11.98,5.01,3.69,6.95,10.0,624,3340,2157,1743,1294,4783,3175,342,1318,4623,3582,203,1366,4724,3730,352,1288,4219,3379,423,1099,3766,2625,473,874,3175,2361,1239,1179,3467,1709,605,3819,3053,2019,256,4002,3010,2322,194,4048,3337,2408,229,4091,3022,2107,225,3450,2888,1940,240,1797,3808,1989,437,10468.75
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,17486.0,3894.432071269488,6.38,8.04,2.24,8.738419306874071,28.68008692668421,29.34,16.57,35181.56151335509,40298.0,1660.0,7.591729170889924,10.2,5.9,3.1,17.1,63.7,5209.0,10683.0,152.128,555.0269999999999,34.495,3611.0,1.68,46.83,9.38,34.23,7.33,0.54,12.0,2.0,710.0,1.0,469.0,2.0,428.0,3.0,1189.0,1.0,1.0,2.0,1.0,22.0,10.0,4.0,1.0,1.0,1.0,15.0,36.0,24.0,13.0,46.9049,132.8964,1.0,11.04,28.8,28.16,6.48,10.56,5.07,9.89,15.0,1599,5840,4046,1684,5202,7471,5402,494,5635,7541,5932,349,5523,7831,5938,544,5541,7105,5582,615,4617,6140,4345,583,1942,5512,3687,1274,1834,6261,3775,945,5602,7881,4729,420,6089,8132,5210,328,6062,8438,5230,464,6144,7943,4963,408,4997,6945,4084,450,2737,6052,3562,808,10160.47
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,17948.0,3859.784946236559,6.37,8.62,2.64,6.8921328281702685,23.11678181412971,30.61,21.76,51941.50948895653,46755.0,753.0,5.955574632471294,4.4,25.3,1.6,31.6,36.9,929.0,10908.0,135.52100000000002,102.134,0.325,2580.0,12.83,66.32,11.29,8.51,0.75,0.29,7.0,3.0,1254.0,2.0,688.0,2.0,637.0,1.0,603.0,1.0,1.0,2.0,0.0,10.0,19.0,2.0,1.0,3.0,1.0,16.0,41.0,21.0,5.0,45.7571,72.7835,2.0,7.89,42.12,22.49,10.53,5.7,3.48,7.79,10.0,766,3607,2494,955,1293,4357,3162,279,1433,4545,3471,207,1465,4665,3374,297,1521,4174,3349,355,1210,3699,2646,329,946,3314,2313,729,965,3357,2128,522,2830,2920,2227,192,3089,3189,2384,180,3141,3254,2327,243,3126,2877,2175,214,2571,2781,1967,233,1426,3476,1902,451,8653.55
20384.0,2685.638998682477,8.83,11.63,3.51,6.142072213500785,20.74666405023548,33.69,15.45,34366.284808583274,50655.0,2173.0,8.76539673446004,36.5,20.7,14.8,8.9,19.1,564.0,9601.0,50.261,56.993,180.636,1636.0,50.18,23.61,4.05,4.59,17.5,0.07,9.0,3.0,1362.0,1.0,365.0,1.0,861.0,0.0,0.0,2.0,1.0,2.0,0.0,8.0,20.0,1.0,0.0,1.0,0.0,7.0,33.0,14.0,1.0,59.2966,101.9076,0.0,18.89,28.45,16.21,2.99,10.95,10.51,12.0,27761.0,5218.233082706765,6.18,5.84,1.75,9.045063218183783,33.08598393429632,25.62,18.48,31078.22373889658,35837.0,2546.0,8.193318196561789,19.8,9.9,1.1,21.3,47.8,1830.0,17543.0,225.06599999999997,152.164,12.577,3013.0,3.06,70.24,14.04,9.49,2.91,0.24,12.0,2.0,921.0,3.0,1099.0,3.0,1389.0,2.0,806.0,2.0,1.0,3.0,1.0,13.0,21.0,1.0,3.0,2.0,0.0,16.0,41.0,23.0,7.0,60.071,133.7918,0.0,12.89,26.45,26.37,6.19,10.32,6.22,11.56,12.0,491,1943,1526,635,829,2701,2002,217,910,2690,2113,144,945,2612,2133,199,939,2450,1979,239,760,2069,1519,229,558,1692,1411,517,674,2096,1203,320,1844,2029,1559,135,2191,2047,1654,122,2160,2056,1495,139,2121,1941,1425,157,1681,1663,1292,145,916,1970,1142,295,8668.99
